fiu_vro	Võro	EE	0:00:03.794017	done	2020-07-10 19:49:40.633604
fiu_vro	Võro		0:00:04.034668	done	2020-07-10 19:49:44.671054
fj	Fijian	FJ	0:00:01.639773	done	2020-07-10 19:49:46.333874
fj	Fijian		0:00:01.604506	done	2020-07-10 19:49:47.940827
fo	Faroese	FO	0:00:05.316818	done	2020-07-10 19:49:53.307769
fo	Faroese		0:00:05.130519	done	2020-07-10 19:49:58.440427
fr	French	CD	0:01:11.915883	done	2020-07-10 19:51:24.121797
fr	French	BF	0:01:08.787341	done	2020-07-10 19:52:32.912955
fr	French	ML	0:01:03.818810	done	2020-07-10 19:53:36.733895
fr	French	GN	0:00:59.833786	done	2020-07-10 19:54:36.570001
fr	French	MC	0:01:05.023690	done	2020-07-10 19:55:41.595960
fr	French	VU	0:00:56.571852	done	2020-07-10 19:56:38.169924
fr	French	RW	0:01:06.244950	done	2020-07-10 19:57:44.417452
fr	French	BE	0:01:16.398051	done	2020-07-10 19:59:00.818126
fr	French	MG	0:01:01.704729	done	2020-07-10 20:00:02.525505
fr	French	GP	0:00:55.234551	done	2020-07-10 20:00:57.762840
fr	French	BJ	0:01:06.181631	done	2020-07-10 20:02:03.947445
fr	French	IT	0:00:14.637926	done	2020-07-10 20:02:18.588828
fr	French	CI	0:01:06.373951	done	2020-07-10 20:03:24.964981
fr	French	BL	0:00:43.287644	done	2020-07-10 20:04:08.255195
fr	French	NE	0:01:00.470267	done	2020-07-10 20:05:08.727749
fr	French	GA	0:01:02.064764	done	2020-07-10 20:06:10.794930
fr	French	TG	0:01:01.016791	done	2020-07-10 20:07:11.814179
fr	French	HT	0:01:03.182126	done	2020-07-10 20:08:14.998589
fr	French	SC	0:00:53.086607	done	2020-07-10 20:09:08.087558
fr	French	WF	0:00:51.712447	done	2020-07-10 20:09:59.802353
fr	French	IN	0:00:49.601936	done	2020-07-10 20:10:49.407935
fr	French	KM	0:01:01.333119	done	2020-07-10 20:11:50.744208
fr	French	NC	0:01:04.839650	done	2020-07-10 20:12:55.587270
fr	French	FR	0:10:08.898710	done	2020-07-10 20:23:04.488592
fr	French	CF	0:01:14.001936	done	2020-07-10 20:24:18.494536
fr	French	GF	0:01:01.001361	done	2020-07-10 20:25:19.499364
fr	French	PM	0:00:55.576175	done	2020-07-10 20:26:15.078001
fr	French	CM	0:01:17.957644	done	2020-07-10 20:27:33.038700
fr	French	CG	0:01:05.800852	done	2020-07-10 20:28:38.842203
fr	French	TD	0:01:16.148170	done	2020-07-10 20:29:54.992930
fr	French	PF	0:01:03.261401	done	2020-07-10 20:30:58.257317
fr	French	GQ	0:01:00.861653	done	2020-07-10 20:31:59.121584
fr	French	LU	0:01:06.846355	done	2020-07-10 20:33:05.970264
fr	French	MQ	0:00:53.602968	done	2020-07-10 20:33:59.575760
fr	French	CA	0:01:42.308424	done	2020-07-10 20:35:41.886597
fr	French	RE	0:01:03.009926	done	2020-07-10 20:36:44.899191
fr	French	YT	0:00:51.825969	done	2020-07-10 20:37:36.727861
fr	French	MF	0:00:53.288231	done	2020-07-10 20:38:30.018496
fr	French	DJ	0:01:03.167347	done	2020-07-10 20:39:33.188344
fr	French	CH	0:01:22.664177	done	2020-07-10 20:40:55.855116
fr	French	SN	0:01:11.452516	done	2020-07-10 20:42:07.310024
fr	French		0:12:22.329800	done	2020-07-10 20:54:29.642661
frp	Franco-Provençal	IT	0:00:01.642553	done	2020-07-10 20:54:32.036394
frp	Franco-Provençal	FR	0:00:03.574104	done	2020-07-10 20:54:35.612600
frp	Franco-Provençal	CH	0:00:01.500354	done	2020-07-10 20:54:37.115308
frp	Franco-Provençal		0:00:03.829117	done	2020-07-10 20:54:40.946455
frr	North Frisian	DE	0:00:03.310697	done	2020-07-10 20:54:44.302219
frr	North Frisian		0:00:03.565002	done	2020-07-10 20:54:47.869616
fur	Friulian	IT	0:00:03.084599	done	2020-07-10 20:54:50.979444
fur	Friulian		0:00:03.686472	done	2020-07-10 20:54:54.668336
fy	West Frisian	NL	0:00:09.866867	done	2020-07-10 20:55:04.713274
fy	West Frisian		0:00:13.978886	done	2020-07-10 20:55:18.695078
ga	Irish	IE	0:00:04.112535	done	2020-07-10 20:55:23.006451
ga	Irish		0:00:05.237682	done	2020-07-10 20:55:28.246418
gag	Gagauz	MD	0:00:01.793820	done	2020-07-10 20:55:30.072212
gag	Gagauz		0:00:01.805651	done	2020-07-10 20:55:31.879958
gan	Gan	CN	0:00:03.698786	done	2020-07-10 20:55:35.610777
gan	Gan		0:00:03.899884	done	2020-07-10 20:55:39.513280
gd	Scottish Gaelic	GB	0:00:04.539162	done	2020-07-10 20:55:44.109533
gd	Scottish Gaelic		0:00:04.819292	done	2020-07-10 20:55:48.931668
gl	Galician	ES	0:00:40.786461	done	2020-07-10 20:56:30.523899
gl	Galician	PT	0:00:03.756146	done	2020-07-10 20:56:34.283625
gl	Galician		0:00:42.757281	done	2020-07-10 20:57:17.043268
glk	Gilaki	IR	0:00:02.388425	done	2020-07-10 20:57:19.492966
glk	Gilaki		0:00:02.566153	done	2020-07-10 20:57:22.061373
gn	Guarani	BO	0:00:00.630665	done	2020-07-10 20:57:22.718622
gn	Guarani	BR	0:00:01.463790	done	2020-07-10 20:57:24.184695
gn	Guarani	PY	0:00:03.280683	done	2020-07-10 20:57:27.467548
gn	Guarani	AR	0:00:01.283760	done	2020-07-10 20:57:28.753318
gn	Guarani		0:00:03.459969	done	2020-07-10 20:57:32.215457
gom	Goan Konkani	IN	0:00:02.949834	done	2020-07-10 20:57:35.191258
gom	Goan Konkani		0:00:03.088032	done	2020-07-10 20:57:38.281493
gor	Gorontalo	ID	0:00:02.527294	done	2020-07-10 20:57:40.838851
gor	Gorontalo		0:00:02.548690	done	2020-07-10 20:57:43.389664
gu	Gujarati	IN	0:00:27.503952	done	2020-07-10 20:58:11.040139
gu	Gujarati		0:00:27.322164	done	2020-07-10 20:58:38.365188
gv	Manx	IM	0:00:02.136044	done	2020-07-10 20:58:40.534544
gv	Manx		0:00:02.138506	done	2020-07-10 20:58:42.675238
ha	Hausa	NE	0:00:01.634681	done	2020-07-10 20:58:44.338147
ha	Hausa	NG	0:00:04.725672	done	2020-07-10 20:58:49.066114
ha	Hausa		0:00:04.977710	done	2020-07-10 20:58:54.045722
hak	Hakka	CN	0:00:02.982898	done	2020-07-10 20:58:57.066199
hak	Hakka		0:00:03.107541	done	2020-07-10 20:59:00.175785
haw	Hawaiian	US	0:00:01.497901	done	2020-07-10 20:59:01.699992
haw	Hawaiian		0:00:01.496108	done	2020-07-10 20:59:03.198400
he	Hebrew	IL	0:01:06.422153	done	2020-07-10 21:00:11.007398
he	Hebrew		0:01:07.566511	done	2020-07-10 21:01:18.576787
hi	Hindi	IN	0:01:04.345857	done	2020-07-10 21:02:23.721139
hi	Hindi		0:01:17.179481	done	2020-07-10 21:03:40.904840
hif	Fiji Hindi	FJ	0:00:04.631241	done	2020-07-10 21:03:45.622740
hif	Fiji Hindi		0:00:04.598248	done	2020-07-10 21:03:50.223751
ho	Hiri Motu	PG	0:00:00.633920	done	2020-07-10 21:03:50.879709
ho	Hiri Motu		0:00:00.632786	done	2020-07-10 21:03:51.514840
hr	Croatian	AT	0:00:06.101136	done	2020-07-10 21:03:58.575970
hr	Croatian	RS	0:00:06.033822	done	2020-07-10 21:04:04.613237
hr	Croatian	BA	0:00:12.359000	done	2020-07-10 21:04:16.975019
hr	Croatian	HR	0:00:32.470621	done	2020-07-10 21:04:49.447683
hr	Croatian	ME	0:00:09.283035	done	2020-07-10 21:04:58.733447
hr	Croatian		0:00:38.618731	done	2020-07-10 21:05:37.354746
hsb	Upper Sorbian	DE	0:00:04.871265	done	2020-07-10 21:05:42.332594
hsb	Upper Sorbian		0:00:04.899430	done	2020-07-10 21:05:47.234212
ht	Haitian Creole	HT	0:00:07.134651	done	2020-07-10 21:05:54.624058
ht	Haitian Creole		0:00:07.052692	done	2020-07-10 21:06:01.679481
hu	Hungarian	HU	0:01:17.871297	done	2020-07-10 21:07:22.188498
hu	Hungarian	SI	0:00:08.810349	done	2020-07-10 21:07:31.002671
hu	Hungarian	AT	0:00:21.007847	done	2020-07-10 21:07:52.013296
hu	Hungarian	RO	0:00:18.301908	done	2020-07-10 21:08:10.317634
hu	Hungarian	UA	0:00:08.771868	done	2020-07-10 21:08:19.092196
hu	Hungarian	SK	0:00:19.957094	done	2020-07-10 21:08:39.051617
hu	Hungarian	RS	0:00:10.026961	done	2020-07-10 21:08:49.080886
hu	Hungarian		0:01:42.644893	done	2020-07-10 21:10:31.728176
hy	Armenian	GE	0:00:08.340167	done	2020-07-10 21:10:41.684569
hy	Armenian	IR	0:00:07.686322	done	2020-07-10 21:10:49.375594
hy	Armenian	AZ	0:00:11.680885	done	2020-07-10 21:11:01.059126
hy	Armenian	AM	0:00:30.216339	done	2020-07-10 21:11:31.278428
hy	Armenian		0:00:38.370084	done	2020-07-10 21:12:09.651607
hz	Herero	NA	0:00:00.702213	done	2020-07-10 21:12:10.455079
hz	Herero	BW	0:00:00.629997	done	2020-07-10 21:12:11.087536
hz	Herero		0:00:00.617560	done	2020-07-10 21:12:11.707584
id	Indonesian	ID	0:02:34.785632	done	2020-07-10 21:14:49.498995
id	Indonesian		0:02:43.882632	done	2020-07-10 21:17:33.385657
ig	Igbo	NG	0:00:02.750758	done	2020-07-10 21:17:36.319633
ig	Igbo		0:00:02.907856	done	2020-07-10 21:17:39.230035
ii	Nuosu language	CN	0:00:01.337799	done	2020-07-10 21:17:40.588437
ii	Nuosu language		0:00:01.299585	done	2020-07-10 21:17:41.890475
ik	Inupiat	US	0:00:01.268442	done	2020-07-10 21:17:43.178410
ik	Inupiat		0:00:01.298195	done	2020-07-10 21:17:44.478967
ilo	Ilocano	PH	0:00:02.957412	done	2020-07-10 21:17:47.513947
ilo	Ilocano		0:00:03.000241	done	2020-07-10 21:17:50.516675
inh	Ingush	RU	0:00:01.513117	done	2020-07-10 21:17:52.054048
inh	Ingush		0:00:01.486945	done	2020-07-10 21:17:53.543903
is	Icelandic	IS	0:00:09.295652	done	2020-07-10 21:18:03.089066
is	Icelandic		0:00:12.552988	done	2020-07-10 21:18:15.644839
it	Italian	SI	0:00:32.429980	done	2020-07-10 21:18:58.114256
it	Italian	VA	0:00:53.919842	done	2020-07-10 21:19:52.037443
it	Italian	SM	0:00:47.272178	done	2020-07-10 21:20:39.312230
it	Italian	IT	0:06:32.497357	done	2020-07-10 21:27:11.812254
it	Italian	HR	0:00:47.428300	done	2020-07-10 21:27:59.244285
it	Italian	CH	0:00:52.719564	done	2020-07-10 21:28:51.966307
it	Italian		0:06:52.729019	done	2020-07-10 21:35:44.697716
iu	Inuktitut	CA	0:00:01.584405	done	2020-07-10 21:35:46.919691
iu	Inuktitut		0:00:01.351862	done	2020-07-10 21:35:48.274370
ja	Japanese	JP	0:13:48.950882	done	2020-07-10 21:49:44.814268
ja	Japanese		0:12:47.058730	done	2020-07-10 22:02:31.876757
jam	Jamaican Patois	JM	0:00:02.304782	done	2020-07-10 22:02:34.572985
jam	Jamaican Patois		0:00:02.011665	done	2020-07-10 22:02:36.586603
jv	Javanese	ID	0:00:25.941193	done	2020-07-10 22:03:02.876629
jv	Javanese		0:00:47.607011	done	2020-07-10 22:03:50.486460
ka	Georgian	GE	0:00:16.109748	done	2020-07-10 22:04:07.356071
ka	Georgian		0:00:18.934012	done	2020-07-10 22:04:26.293718
kaa	Karakalpak	UZ	0:00:01.783687	done	2020-07-10 22:04:28.132866
kaa	Karakalpak		0:00:01.794901	done	2020-07-10 22:04:29.930314
kab	Kabyle	DZ	0:00:01.778041	done	2020-07-10 22:04:31.736614
kab	Kabyle		0:00:01.991910	done	2020-07-10 22:04:33.731116
kbd	Kabardian	RU	0:00:01.605572	done	2020-07-10 22:04:35.359941
kbd	Kabardian		0:00:01.552492	done	2020-07-10 22:04:36.914863
kbp	Kabiye	BJ	0:00:00.635120	done	2020-07-10 22:04:37.573585
kbp	Kabiye	TG	0:00:01.437301	done	2020-07-10 22:04:39.013459
kbp	Kabiye		0:00:02.122519	done	2020-07-10 22:04:41.138562
kg	Kongo	CD	0:00:01.607624	done	2020-07-10 22:04:42.768902
kg	Kongo	AO	0:00:01.458853	done	2020-07-10 22:04:44.230047
kg	Kongo	CG	0:00:01.295283	done	2020-07-10 22:04:45.527811
kg	Kongo		0:00:01.886348	done	2020-07-10 22:04:47.417178
ki	Gikuyu	KE	0:00:01.224705	done	2020-07-10 22:04:48.663562
ki	Gikuyu		0:00:01.285111	done	2020-07-10 22:04:49.951021
kj	Kwanyama	AO	0:00:00.618360	done	2020-07-10 22:04:50.589409
kj	Kwanyama	NA	0:00:00.633682	done	2020-07-10 22:04:51.225394
kj	Kwanyama		0:00:00.649547	done	2020-07-10 22:04:51.877741
kk	Kazakh	KZ	0:00:41.518978	done	2020-07-10 22:05:34.513385
kk	Kazakh	UZ	0:00:06.608599	done	2020-07-10 22:05:41.126181
kk	Kazakh	MN	0:00:05.440436	done	2020-07-10 22:05:46.569275
kk	Kazakh	CN	0:00:05.246785	done	2020-07-10 22:05:51.819076
kk	Kazakh		0:00:40.457216	done	2020-07-10 22:06:32.278470
kl	Greenlandic	GL	0:00:01.619061	done	2020-07-10 22:06:33.967991
kl	Greenlandic		0:00:01.630124	done	2020-07-10 22:06:35.600342
km	Khmer	VN	0:00:01.605395	done	2020-07-10 22:06:37.241985
km	Khmer	KH	0:00:04.547327	done	2020-07-10 22:06:41.791537
km	Khmer		0:00:05.235157	done	2020-07-10 22:06:47.028870
kn	Kannada	IN	0:00:04.863756	done	2020-07-10 22:06:51.991757
kn	Kannada		0:00:07.098361	done	2020-07-10 22:06:59.092424
ko	Korean	KP	0:00:17.402976	done	2020-07-10 22:07:19.171224
ko	Korean	KR	0:02:46.911779	done	2020-07-10 22:10:06.086163
ko	Korean		0:03:20.949148	done	2020-07-10 22:13:27.037906
koi	Komi-Permyak	RU	0:00:01.648185	done	2020-07-10 22:13:28.836506
koi	Komi-Permyak		0:00:01.780575	done	2020-07-10 22:13:30.619418
kr	Kanuri	TD	0:00:00.610202	done	2020-07-10 22:13:31.248617
kr	Kanuri	CM	0:00:00.624891	done	2020-07-10 22:13:31.875758
kr	Kanuri	NE	0:00:00.616464	done	2020-07-10 22:13:32.494484
kr	Kanuri	NG	0:00:00.608150	done	2020-07-10 22:13:33.105270
kr	Kanuri		0:00:00.610076	done	2020-07-10 22:13:33.717860
krc	Karachay-Balkar	RU	0:00:01.403828	done	2020-07-10 22:13:35.143511
krc	Karachay-Balkar		0:00:01.474460	done	2020-07-10 22:13:36.620332
ks	Kashmiri	PK	0:00:00.616813	done	2020-07-10 22:13:37.256647
ks	Kashmiri	IN	0:00:01.323725	done	2020-07-10 22:13:38.582768
ks	Kashmiri		0:00:01.368933	done	2020-07-10 22:13:39.954147
ksh	Ripuarian language	DE	0:00:02.500871	done	2020-07-10 22:13:42.478797
ksh	Ripuarian language		0:00:02.963544	done	2020-07-10 22:13:45.444597
ku	Kurdish	SY	0:00:02.050259	done	2020-07-10 22:13:47.613130
ku	Kurdish	IQ	0:00:02.501842	done	2020-07-10 22:13:50.117623
ku	Kurdish	TR	0:00:04.932031	done	2020-07-10 22:13:55.052203
ku	Kurdish	IR	0:00:05.105137	done	2020-07-10 22:14:00.159665
ku	Kurdish	AZ	0:00:00.840102	done	2020-07-10 22:14:01.002565
ku	Kurdish	AM	0:00:01.934890	done	2020-07-10 22:14:02.940200
ku	Kurdish		0:00:08.533119	done	2020-07-10 22:14:11.476268
kv	Komi-Zyrian	RU	0:00:03.427750	done	2020-07-10 22:14:14.942298
kv	Komi-Zyrian		0:00:03.507940	done	2020-07-10 22:14:18.452789
kw	Cornish	GB	0:00:02.351257	done	2020-07-10 22:14:20.833852
kw	Cornish		0:00:02.634070	done	2020-07-10 22:14:23.470434
ky	Kyrgyz	KG	0:00:12.920959	done	2020-07-10 22:14:36.681191
ky	Kyrgyz	TJ	0:00:02.881095	done	2020-07-10 22:14:39.565308
ky	Kyrgyz	CN	0:00:02.545366	done	2020-07-10 22:14:42.113547
ky	Kyrgyz		0:00:14.919919	done	2020-07-10 22:14:57.036019
la	Latin	VA	0:00:09.322546	done	2020-07-10 22:15:06.950237
la	Latin		0:00:10.048571	done	2020-07-10 22:15:17.001879
lad	Ladino	IL	0:00:02.036803	done	2020-07-10 22:15:19.098073
lad	Ladino		0:00:02.565872	done	2020-07-10 22:15:21.666320
lb	Luxembourgish	LU	0:00:16.584433	done	2020-07-10 22:15:38.543221
lb	Luxembourgish	DE	0:00:03.413883	done	2020-07-10 22:15:41.960187
lb	Luxembourgish	FR	0:00:06.310540	done	2020-07-10 22:15:48.272996
lb	Luxembourgish	BE	0:00:02.155013	done	2020-07-10 22:15:50.430239
lb	Luxembourgish		0:00:19.588100	done	2020-07-10 22:16:10.020531
lbe	Lak	RU	0:00:01.435311	done	2020-07-10 22:16:11.489830
lbe	Lak		0:00:01.465137	done	2020-07-10 22:16:12.957772
lez	Lezgian	RU	0:00:04.050320	done	2020-07-10 22:16:17.036432
lez	Lezgian	AZ	0:00:01.439985	done	2020-07-10 22:16:18.479091
lez	Lezgian		0:00:04.145847	done	2020-07-10 22:16:22.627363
lg	Luganda	UG	0:00:01.763428	done	2020-07-10 22:16:24.416463
lg	Luganda		0:00:01.959409	done	2020-07-10 22:16:26.378373
li	Limburgish	NL	0:00:04.648736	done	2020-07-10 22:16:31.099278
li	Limburgish	BE	0:00:01.719996	done	2020-07-10 22:16:32.821613
li	Limburgish		0:00:04.989371	done	2020-07-10 22:16:37.813958
lij	Ligurian	IT	0:00:03.546701	done	2020-07-10 22:16:41.389560
lij	Ligurian	FR	0:00:00.631905	done	2020-07-10 22:16:42.023507
lij	Ligurian		0:00:03.562266	done	2020-07-10 22:16:45.588001
lmo	Lombard	IT	0:00:09.128695	done	2020-07-10 22:16:54.894246
lmo	Lombard	CH	0:00:02.918149	done	2020-07-10 22:16:57.815273
lmo	Lombard		0:00:10.773954	done	2020-07-10 22:17:08.591971
ln	Lingala	CD	0:00:02.535662	done	2020-07-10 22:17:11.164532
ln	Lingala	CG	0:00:01.618148	done	2020-07-10 22:17:12.785299
ln	Lingala		0:00:02.948880	done	2020-07-10 22:17:15.736810
lo	Lao	LA	0:00:02.272239	done	2020-07-10 22:17:18.039427
lo	Lao	TH	0:00:00.706778	done	2020-07-10 22:17:18.748734
lo	Lao	KH	0:00:00.681603	done	2020-07-10 22:17:19.433429
lo	Lao		0:00:02.520306	done	2020-07-10 22:17:21.956118
lrc	Northern Luri	IR	0:00:01.544532	done	2020-07-10 22:17:23.533429
lrc	Northern Luri		0:00:01.549067	done	2020-07-10 22:17:25.085134
lt	Lithuanian	PL	0:00:13.276424	done	2020-07-10 22:17:39.275231
lt	Lithuanian	LT	0:01:02.860377	done	2020-07-10 22:18:42.138869
lt	Lithuanian		0:01:11.118425	done	2020-07-10 22:19:53.261479
ltg	Latgalian	LV	0:00:01.530845	done	2020-07-10 22:19:54.858512
ltg	Latgalian		0:00:01.614723	done	2020-07-10 22:19:56.475289
lv	Latvian	LV	0:00:32.807011	done	2020-07-10 22:20:29.732510
lv	Latvian		0:00:35.921147	done	2020-07-10 22:21:05.656514
mai	Maithili	NP	0:00:01.654887	done	2020-07-10 22:21:07.394810
mai	Maithili	IN	0:00:02.600681	done	2020-07-10 22:21:09.997801
mai	Maithili		0:00:03.027131	done	2020-07-10 22:21:13.027510
map_bms	Banyumasan	ID	0:00:07.086280	done	2020-07-10 22:21:20.167024
map_bms	Banyumasan		0:00:06.869975	done	2020-07-10 22:21:27.039947
mdf	Moksha	RU	0:00:01.414969	done	2020-07-10 22:21:28.478100
mdf	Moksha		0:00:01.525569	done	2020-07-10 22:21:30.006104
mg	Malagasy	MG	0:00:05.398282	done	2020-07-10 22:21:35.733827
mg	Malagasy		0:00:05.865102	done	2020-07-10 22:21:41.601051
mh	Marshallese	MH	0:00:01.393929	done	2020-07-10 22:21:43.034528
mh	Marshallese		0:00:01.374675	done	2020-07-10 22:21:44.411670
mhr	Meadow Mari	RU	0:00:02.993529	done	2020-07-10 22:21:47.449506
mhr	Meadow Mari		0:00:03.144263	done	2020-07-10 22:21:50.596170
mi	Māori	NZ	0:00:00.700133	done	2020-07-10 22:21:51.333948
mi	Māori		0:00:01.530452	done	2020-07-10 22:21:52.866810
min	Minangkabau	ID	0:00:09.512448	done	2020-07-10 22:22:03.153978
min	Minangkabau		0:00:10.249683	done	2020-07-10 22:22:13.406200
mk	Macedonian	MK	0:00:16.826858	done	2020-07-10 22:22:30.759716
mk	Macedonian	GR	0:00:03.478337	done	2020-07-10 22:22:34.241409
mk	Macedonian	BG	0:00:04.958970	done	2020-07-10 22:22:39.203130
mk	Macedonian		0:00:17.889138	done	2020-07-10 22:22:57.094644
ml	Malayalam	IN	0:00:11.923985	done	2020-07-10 22:23:09.313351
ml	Malayalam		0:00:15.335069	done	2020-07-10 22:23:24.651598
mn	Mongolian	RU	0:00:00.752463	done	2020-07-10 22:23:25.491865
mn	Mongolian	CN	0:00:01.770269	done	2020-07-10 22:23:27.264331
mn	Mongolian	MN	0:00:06.019631	done	2020-07-10 22:23:33.286218
mn	Mongolian		0:00:06.964109	done	2020-07-10 22:23:40.252746
mr	Marathi	IN	0:00:08.072538	done	2020-07-10 22:23:48.576527
mr	Marathi		0:00:09.250418	done	2020-07-10 22:23:57.829191
mrj	Hill Mari language	RU	0:00:02.330825	done	2020-07-10 22:24:00.208204
mrj	Hill Mari language		0:00:02.406082	done	2020-07-10 22:24:02.616640
ms	Malay	MY	0:00:30.718351	done	2020-07-10 22:24:35.035052
ms	Malay	TH	0:00:08.062747	done	2020-07-10 22:24:43.100917
ms	Malay	ID	0:00:39.746866	done	2020-07-10 22:25:22.850639
ms	Malay	SG	0:00:13.614645	done	2020-07-10 22:25:36.468593
ms	Malay	CC	0:00:07.056491	done	2020-07-10 22:25:43.527781
ms	Malay	BN	0:00:12.418537	done	2020-07-10 22:25:55.949703
ms	Malay	CX	0:00:02.809647	done	2020-07-10 22:25:58.762124
ms	Malay		0:01:36.454309	done	2020-07-10 22:27:35.219067
mt	Maltese	MT	0:00:03.820187	done	2020-07-10 22:27:39.161410
mt	Maltese		0:00:04.042151	done	2020-07-10 22:27:43.206165
mus	Muscogee	US	0:00:00.690264	done	2020-07-10 22:27:43.917724
mus	Muscogee		0:00:01.299585	done	2020-07-10 22:27:45.220196
mwl	Mirandese	PT	0:00:01.874181	done	2020-07-10 22:27:47.123072
mwl	Mirandese		0:00:02.328316	done	2020-07-10 22:27:49.453959
my	Burmese	MM	0:00:26.940996	done	2020-07-10 22:28:16.600532
my	Burmese		0:00:28.527074	done	2020-07-10 22:28:45.131028
myv	Erzya	RU	0:00:01.668904	done	2020-07-10 22:28:46.850252
myv	Erzya		0:00:02.133272	done	2020-07-10 22:28:48.986085
mzn	Mazanderani	IR	0:00:03.338128	done	2020-07-10 22:28:52.378463
mzn	Mazanderani		0:00:03.404020	done	2020-07-10 22:28:55.785027
na	Nauruan	NR	0:00:01.506293	done	2020-07-10 22:28:57.315514
na	Nauruan		0:00:01.489821	done	2020-07-10 22:28:58.807946
nah	Nahuatl	MX	0:00:01.936253	done	2020-07-10 22:29:00.778603
nah	Nahuatl		0:00:02.258215	done	2020-07-10 22:29:03.039480
zh_min_nan	Southern Min	TW	0:00:17.808626	done	2020-07-10 22:29:23.502507
zh_min_nan	Southern Min	CN	0:00:13.674458	done	2020-07-10 22:29:37.180643
zh_min_nan	Southern Min		0:00:18.535866	done	2020-07-10 22:29:55.719235
nap	Neapolitan	IT	0:00:05.120358	done	2020-07-10 22:30:01.014772
nap	Neapolitan		0:00:05.299062	done	2020-07-10 22:30:06.316481
nds	Low Saxon	DE	0:00:08.097619	done	2020-07-10 22:30:14.648273
nds	Low Saxon	BR	0:00:02.521034	done	2020-07-10 22:30:17.171959
nds	Low Saxon		0:00:08.454220	done	2020-07-10 22:30:25.628623
nds_nl	Dutch Low Saxon	NL	0:00:04.671905	done	2020-07-10 22:30:30.353731
nds_nl	Dutch Low Saxon		0:00:04.757898	done	2020-07-10 22:30:35.114122
ne	Nepali	NP	0:00:04.490993	done	2020-07-10 22:30:39.731961
ne	Nepali	BT	0:00:01.934897	done	2020-07-10 22:30:41.670382
ne	Nepali	IN	0:00:04.148126	done	2020-07-10 22:30:45.821971
ne	Nepali		0:00:06.625278	done	2020-07-10 22:30:52.449688
new	Nepal Bhasa	NP	0:00:02.432788	done	2020-07-10 22:30:55.189354
new	Nepal Bhasa	IN	0:00:02.648592	done	2020-07-10 22:30:57.840398
new	Nepal Bhasa		0:00:03.435912	done	2020-07-10 22:31:01.278610
ng	Ndonga	NA	0:00:01.272641	done	2020-07-10 22:31:02.582832
ng	Ndonga		0:00:01.222074	done	2020-07-10 22:31:03.807918
nl	Dutch	NL	0:03:28.735963	done	2020-07-10 22:34:42.412817
nl	Dutch	SR	0:00:56.133067	done	2020-07-10 22:35:38.548330
nl	Dutch	BE	0:01:18.083477	done	2020-07-10 22:36:56.634346
nl	Dutch	SX	0:00:42.938777	done	2020-07-10 22:37:39.575959
nl	Dutch	BQ	0:00:41.477386	done	2020-07-10 22:38:21.055548
nl	Dutch		0:04:00.325985	done	2020-07-10 22:42:21.383720
nn	Norwegian (Nynorsk)	NO	0:00:44.616606	done	2020-07-10 22:43:07.341129
nn	Norwegian (Nynorsk)		0:00:43.877985	done	2020-07-10 22:43:51.221719
no	Bokmål	NO	0:02:12.563202	done	2020-07-10 22:46:06.663611
no	Bokmål		0:02:13.770115	done	2020-07-10 22:48:20.436075
nrm	Norman	JE	0:00:01.687596	done	2020-07-10 22:48:22.318724
nrm	Norman		0:00:01.846783	done	2020-07-10 22:48:24.167816
nso	Northern Sotho	ZA	0:00:03.927288	done	2020-07-10 22:48:28.139569
nso	Northern Sotho		0:00:04.059321	done	2020-07-10 22:48:32.202382
nv	Navajo	US	0:00:04.006629	done	2020-07-10 22:48:36.286924
nv	Navajo		0:00:03.941847	done	2020-07-10 22:48:40.231484
ny	Chewa	MW	0:00:01.247786	done	2020-07-10 22:48:41.502465
ny	Chewa	ZM	0:00:01.148406	done	2020-07-10 22:48:42.653203
